"23843907973340402","2019-08-27","2019-09-25"
"23843600129610402","2019-04-03","2019-04-25"
"23843907973360402","2019-08-27","2019-09-25"
"23843588404320402","2019-03-29","2019-04-25"
"23843790228490402","2019-07-12","2019-07-19"
"23843790498270402","2019-07-12","2019-07-19"
"23843790499350402","2019-07-12","2019-07-19"
"23843793315090402","2019-07-12","2019-07-19"
"23844100851330402","2019-10-30","2019-10-30"
"23843793315100402","2019-07-12","2019-07-19"
"23843793318560402","2019-07-12","2019-07-19"
"23843793318580402","2019-07-12","2019-07-19"
"23843798691110402","2019-07-12","2019-07-19"
"23843595990610402","2019-03-29","2019-04-25"
"23843600128670402","2019-03-29","2019-04-25"
"23843600334410402","2019-03-29","2019-04-25"
"23843600346550402","2019-03-29","2019-04-25"
"23843798692680402","2019-07-12","2019-07-19"
"23843600370660402","2019-03-29","2019-04-25"
"23843801134650402","2019-07-12","2019-07-19"
"23843801140650402","2019-07-12","2019-07-19"
"23843801142440402","2019-07-12","2019-07-19"
"23843801155560402","2019-07-12","2019-07-19"
"23843803516940402","2019-07-12","2019-07-19"
"23843803516970402","2019-07-12","2019-07-19"
"23843803516980402","2019-07-12","2019-07-19"
"23843806260620402","2019-07-12","2019-07-19"
"23843806260630402","2019-07-12","2019-07-19"
"23843806260640402","2019-07-12","2019-07-19"
"23843907973370402","2019-08-27","2019-09-25"
"23843907973390402","2019-08-27","2019-09-25"
"23843600394330402","2019-03-29","2019-04-25"
"23843600410360402","2019-03-29","2019-04-25"
"23843607491960402","2019-03-29","2019-04-25"
"23843607496680402","2019-03-29","2019-04-25"
"23843607747320402","2019-03-29","2019-04-25"
"23843607747890402","2019-03-29","2019-04-25"
"23843607750120402","2019-03-29","2019-04-25"
"23843806260660402","2019-07-12","2019-07-19"
"23843607836720402","2019-03-29","2019-04-25"
"23843806272740402","2019-07-12","2019-07-19"
"23843806272750402","2019-07-12","2019-07-19"
"23843806272760402","2019-07-12","2019-07-19"
"23843806272770402","2019-07-12","2019-07-19"
"23843613253930402","2019-03-29","2019-04-25"
"23843613284290402","2019-03-29","2019-04-25"
"23843613286570402","2019-03-29","2019-04-25"
"23843613287670402","2019-03-29","2019-04-25"
"23843776833110402","2019-07-26","2019-07-31"
"23843776833130402","2019-07-26","2019-07-31"
"23843776833140402","2019-07-26","2019-07-31"
"23843613292060402","2019-03-29","2019-04-25"
"23843614578710402","2019-03-29","2019-04-25"
"23843614818700402","2019-03-29","2019-04-25"
"23843907679120402","2019-08-27","2019-08-28"
"23843896273470402","2019-08-22","2019-08-31"
"23843896274150402","2019-08-22","2019-08-31"
"23843545351070402","2019-03-06","2019-03-31"
"23843776816240402","2019-07-05","2019-07-25"
"23843776816660402","2019-07-05","2019-07-25"
"23843776828650402","2019-07-05","2019-07-25"
"23843547251540402","2019-03-06","2019-03-31"
"23843553045740402","2019-03-06","2019-03-31"
"23843560842710402","2019-03-06","2019-03-31"
"23843770299640402","2019-07-02","2019-07-25"
"23843770300670402","2019-07-02","2019-07-25"
"23843782962060402","2019-07-02","2019-07-25"
"23843570016010402","2019-03-06","2019-03-31"
"23843570022530402","2019-03-06","2019-03-31"
"23843544275000402","2019-03-05","2019-03-31"
"23843558717930402","2019-03-05","2019-03-31"
"23843560845890402","2019-03-05","2019-03-31"
"23843544272150402","2019-03-05","2019-03-31"
"23843544275380402","2019-03-05","2019-03-31"
"23843547243900402","2019-03-05","2019-03-31"
"23843553036890402","2019-03-05","2019-03-31"
"23843558421470402","2019-03-05","2019-03-31"
"23843558679730402","2019-03-05","2019-03-31"
"23843558711920402","2019-03-05","2019-03-31"
"23843560827850402","2019-03-05","2019-03-31"
"23843560834070402","2019-03-05","2019-03-31"
"23843566658950402","2019-03-05","2019-03-31"
"23843896334720402","2019-08-22","2019-08-31"
"23843896337320402","2019-08-22","2019-08-31"
"23843566672490402","2019-03-05","2019-03-31"
"23843567329840402","2019-03-05","2019-03-31"
"23843569471110402","2019-03-05","2019-03-31"
"23843569474590402","2019-03-05","2019-03-31"
"23843896339990402","2019-08-22","2019-08-31"
"23843896230180402","2019-08-23","2019-08-25"
"23843896230200402","2019-08-23","2019-08-25"
"23843782970540402","2019-07-02","2019-07-25"
"23843793287370402","2019-07-02","2019-07-25"
"23843502937050402","2019-02-06","2019-02-28"
"23843511712170402","2019-02-06","2019-02-28"
